dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
24Q264,1,Academy of Finance and Enterprise,,"30-20 Thomson Avenue, Long Island City NY 11101 (40.744175,-73.937004)",AOFEHS.org,677,"10th Grade Seats Available,Career and Technical Education (CTE),Dress Code,Extended Day Program,Orientation,Summer Internships,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14930,"40.744175,-73.937004",40.744175,-73.937004,0.05,Academy of Finance and Enterprise
24Q267,1,High School of Applied Communication,,"30-20 Thomson Avenue, Long Island City NY 11101 (40.744175,-73.937004)",www.hsac1.com,408,"College Trips,Dress Code,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15164,"40.744175,-73.937004",40.744175,-73.937004,0.05,High School of Applied Communication
24Q293,1,Civic Leadership Academy,,"45-10 94th Street, Elmhurst NY 11373 (40.743228,-73.871505)",www.clanyc.org,646,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15318,"40.743228,-73.871505",40.743228,-73.871505,0.05,Civic Leadership Academy
24Q296,1,Pan American International High School,,"45-10 94th Street, Elmhurst NY 11373 (40.743228,-73.871505)",panamericanihs.org,433,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19291,"40.743228,-73.871505",40.743228,-73.871505,0.05,Pan American International High School
24Q299,1,Bard High School Early College Queens,Priority to applicants eligible for free or reduced price lunch for 73% of seats,"30-20 Thomson Avenue, Long Island City NY 11101 (40.744175,-73.937004)",bard.edu/earlycollege,637,"10th Grade Seats Available,Diversity in Admissions,Early College",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16371,"40.744175,-73.937004",40.744175,-73.937004,0.05,Bard High School Early College Queens
24Q455,4,Newtown High School,,"48-01 90th Street, Elmhurst NY 11373 (40.740824,-73.874129)",www.newtownhighschool.org,1657,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15866,"40.740824,-73.874129",40.740824,-73.874129,0.2,"Business Institute, Pre-Engineering & Computer Technology, Major Art, Zoned"
24Q485,6,Grover Cleveland High School,,"21-27 Himrod Street, Ridgewood NY 11385 (40.711881,-73.909202)",www.groverclevelandhs.org,1683,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18830,"40.711881,-73.909202",40.711881,-73.909202,0.3,"Information Technology Pathway (STEM), Music and Fine And Performing Arts Pathway, Math and Science Research Pathway (STEM), Allied Health Pathway, Grover Cleveland High School ACES 15:1 Program, Zoned"
24Q520,1,Middle College High School at LaGuardia Community College,,"45-35 Van Dam Street, Long Island City NY 11101 (40.743253,-73.933316)",mchslic.org,507,"10th Grade Seats Available,Early College",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18683,"40.743253,-73.933316",40.743253,-73.933316,0.05,Middle College High School at LaGuardia Community College
24Q530,1,International High School at LaGuardia Community College,,"45-35 Van Dam Street, Long Island City NY 11101 (40.743253,-73.933316)",ihsnyc.org,519,"10th Grade Seats Available,College Trips,Early College,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18520,"40.743253,-73.933316",40.743253,-73.933316,0.05,International High School at LaGuardia Community College
24Q550,1,High School for Arts and Business,,"105-25 Horace Harding Expressway N, Corona NY 11368 (40.737673,-73.853412)",highschoolforartsandbusiness.org,778,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Multi-Session School,Online Grading System,Orientation,Summer Internships,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18654,"40.737673,-73.853412",40.737673,-73.853412,0.05,Arts and Business
24Q560,1,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",,"47-07 30th Place, Long Island City NY 11101 (40.742217,-73.936442)",www.rfwagner.org,653,"10th Grade Seats Available,College Trips,Extended Day Program,Online Grading System,Orientation,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14954,"40.742217,-73.936442",40.742217,-73.936442,0.05,Arts and Technology
24Q585,1,Maspeth High School,,"54-40 74th Street, Elmhurst NY 11373 (40.729104,-73.887909)",www.mhs.nyc,1232,"College Trips,Dress Code,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15344,"40.729104,-73.887909",40.729104,-73.887909,0.05,Maspeth High School
24Q600,5,Queens Technical High School,,"37-02 47th Avenue, Long Island City NY 11101 (40.741658,-73.927995)",https://www.queenstechhs.org/,1461,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Extended Day Tutoring,Internship Expected,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14752,"40.741658,-73.927995",40.741658,-73.927995,0.25,"Graphic Arts, Pre-Engineering Electronic Technology, Exploratory: Introduction to Occupations, Computer Technology and Information Systems, Cosmetology"
24Q610,2,Aviation Career & Technical Education High School,,"45-30 36th Street, Long Island City NY 11101 (40.743309,-73.929577)",www.aviationhs.net,2064,Career and Technical Education (CTE),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19436,"40.743309,-73.929577",40.743309000000004,-73.929577,0.1,"Aerospace Engineering Technology, Aviation Maintenance Engineering Technology"
25Q240,1,Veritas Academy,,"35-01 Union Street, Flushing NY 11354 (40.764892,-73.826811)",www.theveritasacademy.com,608,"10th Grade Seats Available,College Trips,Dress Code,Orientation,Summer Internships,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15556,"40.764892,-73.826811",40.764892,-73.826811,0.05,Veritas Academy
25Q241,1,Queens High School for Language Studies,,"35-01 Union Street, Flushing NY 11354 (40.764892,-73.826811)",qhsls.org,447,"College Trips,Extended Day Program,Extended Day Tutoring,Internships Available,Multi-Session School,Online Grading System,Summer Internships,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18033,"40.764892,-73.826811",40.764892,-73.826811,0.05,Queens High School for Language Studies
25Q252,2,"Queens School of Inquiry, The",,"158-40 76th Road, Fresh Meadows NY 11366 (40.724195,-73.80938)",queensinquiry.com,597,"College Trips,Early College,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14983,"40.724195,-73.80938",40.724195,-73.80938,0.1,"Queens School of Inquiry, The Queens School of Inquiry ASD Nest Program"
25Q263,1,Flushing International High School,,"144-80 Barclay Avenue, Flushing NY 11355 (40.759963,-73.818399)",http://www.fihsnyc.org,449,"College Trips,Community School,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Internships,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15440,"40.759963,-73.818399",40.759963,-73.818399,0.05,Flushing International High School
25Q281,2,East-West School of International Studies,,"46-21 Colden Street, Flushing NY 11355 (40.74943,-73.821402)",www.ewsis.org,666,"10th Grade Seats Available,College Trips,Extended Day Program,Online Grading System,Orientation,Summer Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16661,"40.74943,-73.821402",40.74943,-73.821402,0.1,"East-West School of International Studies, East-West School of International Studies ASD Nest Program"
25Q285,1,World Journalism Preparatory: A College Board School,,"34-65 192nd Street, Flushing NY 11358 (40.764884,-73.789365)",www.WJPS.org,606,"College Trips,Online Grading System,Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15167,"40.764884,-73.789365",40.764884,-73.789365,0.05,World Journalism Preparatory
25Q425,7,John Bowne High School,,"63-25 Main Street, Flushing NY 11367 (40.737448,-73.823841)",https://www.johnbowne.org/,3432,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Tutoring,Health Center,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19586,"40.737448,-73.823841",40.737448,-73.823841,0.35,"Academy for Creative Artists, Animal/Plant Agriscience Institute, John Bowne Visual Arts Institute, John Bowne Law Institute, John Bowne Computer Science Institute, Science Technology Engineering and Math (S.T.E.M.) Research Program, Zoned"
25Q460,4,Flushing High School,,"35-01 Union Street, Flushing NY 11354 (40.764892,-73.826811)",www.flushinghighschool.org,1483,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Orientation,Summer Bridge",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18239,"40.764892,-73.826811",40.764892,-73.826811,0.2,"Thurgood Marshall Law Pathway, Science Research Pathway, Business Entrepreneurship Pathway, Zoned"
25Q525,1,Townsend Harris High School,Priority to applicants eligible for free or reduced price lunch for 50% of seats,"149-11 Melbourne Avenue, Flushing NY 11367 (40.737038,-73.821532)",https://www.thhs.qc.edu/,1219,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Online Grading System,Orientation,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14792,"40.737038,-73.821532",40.737038,-73.821532,0.05,Intensive Academic Humanities
25Q540,1,Queens Academy High School,,"138-11 35 Avenue, Queens NY 11354 (40.747914,-73.723644)",https://www.schools.nyc.gov/schools/Q540,393,"10th Grade Seats Available,College Trips,Internships Available",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19780,"40.747914,-73.723644",40.747914,-73.723644,0.05,Queens Academy High School
25Q670,1,Robert F. Kennedy Community High School,,"75-40 Parsons Boulevard, Fresh Meadows NY 11366 (40.72528,-73.811408)",rfkchs.com,675,"College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Online Grading System,Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15275,"40.72528,-73.811408",40.72528,-73.811408,0.05,College Head-Start
25Q792,1,North Queens Community High School,,"141-25 77th Road, Queens NY 11367 (40.720586,-73.819664)",NQCHS.org,162,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/19781,"40.720586,-73.819664",40.720586,-73.819664,0.05,North Queens Community High School
26Q315,1,Business Technology Early College High School (BTECH),,"230-17 Hillside Avenue, Queens Village NY 11427 (40.733888,-73.739726)",https://www.btechnyc.org,552,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Early College,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15138,"40.733888,-73.739726",40.733888,-73.739726,0.05,Business Technology Early College High School BTECH
26Q415,7,Benjamin N. Cardozo High School,,"57-00 223rd Street, Bayside NY 11364 (40.752343,-73.757271)",www.cardozohigh.com,3432,"10th Grade Seats Available,College Trips,Dress Code,Online Grading System,Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16731,"40.752343,-73.757271",40.752343,-73.757271,0.35,"Political Science, Law and Ethics, School of Journalism and Media Studies, DaVinci Science/Math Biomedical, Performing Dance, DaVinci Science/Engineering, Benjamin N. Cardozo High School D75 Inclusion Program, Zoned"
26Q430,7,Francis Lewis High School,,"58-20 Utopia Parkway, Fresh Meadows NY 11365 (40.740875,-73.795049)",francislewishs.org,4468,"10th Grade Seats Available,Career and Technical Education (CTE)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17278,"40.740875,-73.795049",40.740875,-73.795049,0.35,"Jacob K. Javits Law Institute, Engineering and Robotics, University Scholars, Science Research Institute, Francis Lewis High School D75 Inclusion Program, Francis Lewis High School ACES 12:1:1 Program, Zoned"
26Q435,4,Martin Van Buren High School,,"230-17 Hillside Avenue, Queens Village NY 11427 (40.733888,-73.739726)",www.thenewmvb.com,1151,"10th Grade Seats Available,College Trips,Community School,Extended Day Program,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15458,"40.733888,-73.739726",40.733888,-73.739726,0.2,"STEM Institute for Science Research, STEM Institue for Engineering and Robotics, Institute for Law and Humanities, Zoned"
26Q495,8,Bayside High School,Priority to applicants eligible for free or reduced price lunch for 75% of seats,"32-24 Corporal Kennedy Street, Bayside NY 11361 (40.771398,-73.781041)",www.baysidehighschool.org,2865,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Extended Year,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17293,"40.771398,-73.781041",40.771398,-73.781041,0.4,"Digital Art & Design, Music: Performance & Production, Environmental Engineering & Technology, Humanities & Non-Profit Management, Computer Programming & Web Design, Sports Medicine & Management, Bayside High School D75 Inclusion Program, Zoned"
26Q566,4,"Queens High School of Teaching, Liberal Arts and the Sciences",,"74-20 Commonwealth Blvd, Queens NY 11426 (40.744197,-73.728834)",https://www.queenshsofteaching.org/,1012,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16461,"40.744197,-73.728834",40.744197,-73.728834,0.2,"Teaching Institute, Queens High School of Teaching, Liberal Arts and the Sciences ASD Horizon Program, Queens High School of Teaching, Liberal Arts and the Sciences D75 Inclusion Program, Queens High School of Teaching, Liberal Arts and the Sciences ASD Nest Program"
27Q260,1,Frederick Douglass Academy VI High School,,"8-21 Bay 25th Street, Far Rockaway NY 11691 (40.601537,-73.763995)",https://www.schools.nyc.gov/schools/Q260,321,"10th Grade Seats Available,LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18648,"40.601537,-73.763995",40.601537,-73.763995,0.05,Graphic Arts and Design
27Q262,5,Channel View School for Research,,"100-00 Beach Channel Drive, Rockaway Park NY 11694 (40.586012,-73.825317)",www.cvsr.info,1077,LYFE (Living For The Young Family Through Education),Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19282,"40.586012,-73.825317",40.586012,-73.825317,0.25,"Research Technology & Robotics, Channel View School for Research ASD Nest Program, Channel View School for Research D75 Inclusion Program, Channel View College & Career Readiness Program, Channel View School for Research ASD Horizon Program"
27Q302,2,"Queens High School for Information, Research, and Technology",,"8-21 Bay 25th Street, Far Rockaway NY 11691 (40.601537,-73.763995)",https://www.qirtnyc.org/,481,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17780,"40.601537,-73.763995",40.601537,-73.763995,0.1,"Computer Science Program, CISCO Networking and Internet Computer Core Certification"
27Q308,1,Robert H. Goddard High School of Communication Arts and Technology,,"138-30 Lafayette Street, Ozone Park NY 11417 (40.670905,-73.845992)",GoddardHS308.org,614,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Internships Available,Online Grading System,Orientation,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18517,"40.670905,-73.845992",40.670905,-73.845992,0.05,Robert H. Goddard High School of Communication
27Q309,2,Academy of Medical Technology: A College Board School,,"8-21 Bay 25th Street, Far Rockaway NY 11691 (40.601537,-73.763995)",www.AMTNYC.ORg,671,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17525,"40.601537,-73.763995",40.601537,-73.763995,0.1,"Academy of Medical Technology, Medical Scholars"
27Q314,1,Epic High School - South,,"121-10 Rockaway Boulevard, South Ozone Park NY 11420 (40.675021,-73.81673)",Epichighschoolsouth.org,412,"College Trips,Community Service Expected,Dress Code,Extended Day Program,Extended Day Tutoring,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16048,"40.675021,-73.81673",40.675021,-73.81673,0.05,Epic High School - South
27Q323,1,Scholars' Academy,,"320 Beach 104th Street, Rockaway Park NY 11694 (40.584543,-73.825162)",https://www.scholarsnyc.com/home,1311,"College Trips,Dress Code,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16868,"40.584543,-73.825162",40.584543,-73.825162,0.05,Scholars' Academy
27Q324,2,Rockaway Park High School for Environmental Sustainability,,"100-00 Beach Channel Drive, Rockaway Park NY 11694 (40.586012,-73.825317)",www.rockawayparkhs.com,288,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15520,"40.586012,-73.825317",40.586012,-73.825317,0.1,"Rockaway Park High School for Environmental Sustainability, The Green Carpentry Program"
27Q334,1,Epic High School - North,,"94-25 117th Street, South Richmond Hill NY 11419 (40.693013,-73.829409)",https://www.schools.nyc.gov/schools/Q334,444,"College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Summer Bridge",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18661,"40.693013,-73.829409",40.693013,-73.829409,0.05,Interdisciplinary
27Q351,1,Rockaway Collegiate High School,,"100-00 Beach Channel Drive, Rockaway Park NY 11694 (40.586012,-73.825317)",https://www.schools.nyc.gov/schools/Q351,327,"Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17683,"40.586012,-73.825317",40.586012,-73.825317,0.05,Rockaway Collegiate High School
27Q400,2,August Martin High School,,"156-10 Baisley Boulevard, Jamaica NY 11434 (40.673949,-73.782684)",AUGUSTMARTIN.ORG,374,"10th Grade Seats Available,Career and Technical Education (CTE),Community School",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17932,"40.673949,-73.782684",40.673949,-73.782684,0.1,"Aerospace and Technology Academy, Culinary Arts Academy"
27Q475,3,Richmond Hill High School,,"89-30 114th Street, Richmond Hill NY 11418 (40.695171,-73.833815)",http://www.richmondhillhs.org/,1613,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16950,"40.695171,-73.833815",40.695171,-73.833815,0.15,"Ninth Grade Career Exploration Academy, Criminalistics and Forensics Institute (CFI), Zoned"
27Q480,7,John Adams High School,,"101-01 Rockaway Boulevard, Ozone Park NY 11417 (40.680065,-73.838616)",Johnadamsnyc.org,2492,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18884,"40.680065,-73.838616",40.680065,-73.838616,0.35,"STEM and International Baccalaureate Academy, Law and International Studies Academy, Pre-Med Academy and International Baccalaureate Academy, Media and Fine Arts Academy, Queens Business Academy, Future Educators and Leadership Academy (FELA), Zoned"
27Q650,4,"High School for Construction Trades, Engineering and Architecture",Priority to applicants eligible for free or reduced price lunch for 72% of seats,"94-06 104th Street, Ozone Park NY 11416 (40.689177,-73.841475)",https://www.hsforctea.org,1093,"10th Grade Seats Available,Career and Technical Education (CTE)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19660,"40.689177,-73.841475",40.689177,-73.841475,0.2,"Construction Trades & Management, Architectural Design, Academy of Engineering, High School for Construction Trades, Engineering and Architecture D75 Inclusion Program"
28Q167,1,Metropolitan Expeditionary Learning School,,"91-30 Metropolitan Avenue, Forest Hills NY 11375 (40.708431,-73.855543)",metropolitanels.com,824,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18784,"40.708431,-73.855543",40.708431,-73.855543,0.05,Metropolitan Expeditionary Learning School
28Q284,1,York Early College Academy,,"108-35 167th Street, Jamaica NY 11433 (40.69691,-73.786403)",https://yorkearlycollegeacademy.com,639,Early College,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19449,"40.69691,-73.786403",40.69691,-73.786403,0.05,York Early College Academy
28Q310,1,Queens Collegiate: A College Board School,,"167-01 Gothic Drive, Jamaica NY 11432 (40.714551,-73.798658)",https://www.schools.nyc.gov/schools/Q310,672,"College Trips,Dress Code,Extended Day Credit Recovery,Online Grading System,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17845,"40.714551,-73.798658",40.714551,-73.798658,0.05,Queens Collegiate
28Q325,1,Hillside Arts & Letters Academy,,"167-01 Gothic Drive, Jamaica NY 11432 (40.714551,-73.798658)",hillsidearts.org,452,"College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15761,"40.714551,-73.798658",40.714551,-73.798658,0.05,Hillside Arts & Letters Academy
28Q328,1,High School for Community Leadership,,"167-01 Gothic Drive, Jamaica NY 11432 (40.714551,-73.798658)",www.nychscl.org,456,"College Trips,Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17206,"40.714551,-73.798658",40.714551,-73.798658,0.05,High School for Community Leadership
28Q350,1,Jamaica Gateway to the Sciences,,"167-01 Gothic Drive, Jamaica NY 11432 (40.714551,-73.798658)",jamaicagateway.org,483,"College Trips,Extended Day Tutoring,Internships Available,Online Grading System,Summer Bridge,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17993,"40.714551,-73.798658",40.714551,-73.798658,0.05,Jamaica Gateway to the Sciences
28Q440,7,Forest Hills High School,,"67-01 110th Street, Forest Hills NY 11375 (40.730017,-73.843972)",https://www.foresthillshs.org/,3705,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Multi-Session School,Online Grading System,Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17738,"40.730017,-73.843972",40.730017,-73.843972,0.35,"Academy of Chinese Studies, Dual Language Academy (Spanish), Carl Sagan STEM Honors Academy, Law Academy, Drama Academy, Academy of Instrumental and Vocal Music, Zoned"
28Q505,9,Hillcrest High School,,"160-05 Highland Avenue, Jamaica NY 11432 (40.709461,-73.803001)",http://www.hillcrestweb.com,3091,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14911,"40.709461,-73.803001",40.709461,-73.803001,0.45,"Health Sciences Institute, Teachers of Tomorrow, Humanities Honors Academy, Pre-Med School of Scientific Research (STEM), Academy of Performing and Visual Arts, Academy of Public Service and Law, Biz-Tek, Hillcrest High School ACES 15:1 Program, Zoned"
28Q620,9,Thomas A. Edison Career and Technical Education High School,,"165-65 84th Avenue, Jamaica NY 11432 (40.716071,-73.799692)",www.edisoncte.org,2224,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17224,"40.716071,-73.799692",40.716071,-73.799692,0.45,"Visual Arts, Information Technologies, Computer Aided Design (CAD), Electrical Installation Technologies, Automotive Technologies, Robotics/STEM, Thomas A. Edison Career and Technical Education High D75 Inclusion Program, Medical Careers, Thomas A. Edison Career and Technical Education High School ACES 15:1 Program"
28Q680,1,Queens Gateway to Health Sciences Secondary School,,"160-20 Goethals Avenue, Jamaica NY 11432 (40.718027,-73.805923)",https://www.queensgateway.org/,694,"10th Grade Seats Available,College Trips,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18829,"40.718027,-73.805923",40.718027,-73.805923,0.05,Queens Gateway to Health Sciences
28Q686,2,Queens Metropolitan High School,,"91-30 Metropolitan Avenue, Forest Hills NY 11375 (40.708431,-73.855543)",https://www.queensmetro.com,1144,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Online Grading System",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17235,"40.708431,-73.855543",40.708431,-73.855543,0.1,"Queens Metropolitan High School D75 Inclusion Program, Zoned"
28Q687,1,Queens High School for the Sciences at York College,,"94-50 159th Street, Jamaica NY 11433 (40.700884,-73.798364)",qhss.org,480,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16337,"40.700884,-73.798364",40.700884,-73.798364,0.05,Queens High School for the Sciences at York College
28Q690,2,High School for Law Enforcement and Public Safety,,"116-25 Guy R Brewer Boulevard, Jamaica NY 11434 (40.685838,-73.783438)",hsleaps.org,395,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15694,"40.685838,-73.783438",40.685838,-73.783438,0.1,"Law Enforcement and Public Safety, High School for Law Enforcement and Public Safety D75 Inclusion Program"
28Q896,1,"Young Women's Leadership School, Queens (TYWLS)",,"150-91 87th Road, Jamaica NY 11432 (40.708409,-73.804166)",https://www.tywlsqueens.org/,560,"College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Internships Available,Orientation,Summer Bridge,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16670,"40.708409,-73.804166",40.708409,-73.804166,0.05,"The Young Women's Leadership School, Queens"
29Q243,1,Institute for Health Professions at Cambria Heights,,"207- 01 116th Avenue, Cambria Heights NY 11411 (40.698786,-73.74633)",www.ihpch.org,449,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18080,"40.698786,-73.74633",40.698786,-73.74633,0.05,Institute for Health Professions at Cambria Heights
29Q248,1,Queens Preparatory Academy,,"143-10 Springfield Boulevard, Springfield Gardens NY 11413 (40.66903,-73.757744)",www.queensprepacademy.org,277,"College Trips,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17639,"40.66903,-73.757744",40.66903,-73.757744,0.05,Programming and Engineering
29Q259,1,Pathways College Preparatory School: A College Board School,,"109-89 204th Street, Saint Albans NY 11412 (40.705989,-73.752885)",pathwaysprep.org,585,"College Trips,Community Service Expected,Dress Code,Online Grading System,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17686,"40.705989,-73.752885",40.705989,-73.752885,0.05,Pathways College Preparatory School
