dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description
30Q445,program3,Performing Arts Institute,6,6,NA,"Students will be offered a variety of intensive performing arts courses in dance, music, and theater. The program will expose students to content-related electives, AP courses, CUNY College Now, a multitude of performance opportunities, and sequenced courses with a rigorous academic curriculum that supports students' studies in the arts. The culmination of the program's successful completion is an advanced Regents diploma with a content-related certificate.",Priority to Queens students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,William Cullen Bryant High School,NA,"48-10 31st Avenue, Astoria NY 11103 (40.757072,-73.911165)",www.wcbryanths.org,2287,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible
30Q445,program4,AVID,3,5,NA,"AVID targets students in the academic middle with the desire to go to college and have the willingness to work hard. Students learn organizational and study skills, develop critical thinking, learn to ask probing questions, receive academic help from peers and college tutors, and participate in enrichment and motivational activities to make their college dreams reality.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,William Cullen Bryant High School,NA,"48-10 31st Avenue, Astoria NY 11103 (40.757072,-73.911165)",www.wcbryanths.org,2287,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible
30Q445,program5,Math and Science Academy,5,4,NA,"Focuses on students' development of math and science research techniques, along with critical and analytical thinking skills. Students engage in individual projects, competitions, and trips to colleges and university research seminars. Students experience emergency service training including an EMT introduction course and multiple AP courses.",Priority to Queens students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 30%,2018-19 Final Grades - 35%,2019-20 Marking Period Grades - 35%,NA,NA,William Cullen Bryant High School,NA,"48-10 31st Avenue, Astoria NY 11103 (40.757072,-73.911165)",www.wcbryanths.org,2287,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible
30Q445,program6,Zoned,N/A - zoned program,N/A - zoned program,NA,NA,Guaranteed offer to students who live in the zoned area,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,William Cullen Bryant High School,NA,"48-10 31st Avenue, Astoria NY 11103 (40.757072,-73.911165)",www.wcbryanths.org,2287,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible
30Q450,program1,Global Informatics,2,2,NA,"Global Informatics prepares students to use information technology to design and work with highly effective systems in the global marketplace. Real world experiences are incorporated in a rigorous computer-based program of instruction in AP Science and CTE Information Technology courses. Career opportunities: bioinformatics, data mapping, database designing, digital art, web design, software engineer, and many more new and soon to be created careers in information technology.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program2,Culinary Institute,5,6,NA,Our award-winning Culinary Arts Program offers a four-year sequence in culinary training. Students learn food preparation and production skills in a full-service commercial kitchen. The coursework culminates in an exam which qualifies students for a Career and Technical Education (CTE) diploma endorsement.,Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program3,Academy of Restaurant and Hotel Management,2,3,NA,"In partnership with the National Academy Foundation, students are prepared to enter the workplace as event planners, applying skills acquired to work in supervisory and managerial positions in hotels and restaurants. Students will have job shadowing, internship and paid work opportunities. Students will take the NOCTI examination and qualify for a CTE (Career & Technical Education) diploma endorsement.",Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program4,Sports Medicine & Health Sciences,4,4,NA,"Students in this program complete sequenced coursework, with a focus on sports medicine and health professions. Rigorous instruction in Regents and AP Science courses is at the core of our program. Utilizing our extensive physical education and health clinic facility, including our Olympic-size pool and athletic field, students will have the opportunity to prepare for certification as personal trainers, first aid, and CPR.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program5,Community & Culture,3,5,NA,"Students explore ethical, moral, cultural, and legal factors affecting societies past and present. Through frequent field trips to major cultural institutions of New York City, this program prepares well-rounded individuals who have skills to serve their community. Students in this program join AVID, Advancement Via Individual Determination, a national college readiness program that teaches students critical thinking and organizational skills.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program6,Broadway Productions,4,5,NA,"Students interested in being a part of Broadway Productions are provided with an opportunity to earn Chancellor's Endorsed Diploma in the Arts. Students will also write, direct, and perform in musicals and plays. Open to all who want to perform, learn an instrument, sing, create sets, and learn to run productions.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program7,Global Languages Academy,4,5,NA,"Students develop skills for careers in international business fields. Along with the core curriculum, students will research and investigate other countries and cultures to be a force in the global society and economy. The goal of the program is to nurture and promote bilingual and bicultural citizenship.",Priority given to New York City residents who are English Language Learners,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program8,Dual Language Spanish Program,1,2,NA,Our Dual Language program is designed to integrate English language proficiency with Spanish language proficiency. Students receive content instruction in English and Spanish. The goal of the program is for all its students to qualify for the NYSED Seal of Bi-Literacy diploma endorsement.,Priority to students who have been in a Dual Language Spanish middle school program,Then to students who have been in a Transitional Bilingual Education Spanish middle school program,Then to New York City residents,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q450,program9,Zoned,N/A - zoned program,N/A - zoned program,NA,NA,Guaranteed offer to students who live in the zoned area,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Long Island City High School,NA,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible
30Q501,program1,Film and Media Arts,17,15,NA,"Study includes text analysis, film as a cultural and historical document, analysis of artist work; courses in video production, film theory and history, industry practices, and legal issues. Students have access to state-of-the-art digital technology.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q501,program2,Fine Arts,18,10,NA,"Intensive study of art (theory, production, history, assessment); museum and gallery visits, student exhibitions, visiting artists. Courses-Foundation, 2-D and 3-D Design, Painting, Sculpture, Communication Arts, Print-Making, Portfolio, Digital Photography, and AP Art History.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q501,program3,Instrumental Music,14,9,NA,"Small group instruction on orchestral and band instruments; jazz and concert bands, advanced wind ensemble, string and symphonic orchestras, chamber music of all instrument families, theory, ear training, music history and keyboard harmony.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q501,program4,Vocal Music,21,13,NA,"Students perform in the Concert Choir, Chorale, Chamber Singers, musical theater, Great American Songbook ensemble, opera workshop and participate in cabaret; curriculum includes voice training, music theory, keyboard, sight singing, diction, and audition preparation.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q501,program5,Dance,19,31,NA,"Ballet, Modern Dance, Dance History, Choreography, and dance criticism courses; Jazz, Tap, Ballroom Dancing, Kinesiology, Anatomy, Career Management, and Dance Production courses; students attend live performances and take part in school productions.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q501,program6,Drama,24,15,NA,"A four-year course of study that includes acting technique, scene study, speech for actors, dramatic writing, and course work in performing Shakespeare. The Drama Studio creates main-stage productions each year.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Frank Sinatra School of the Arts High School,NA,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible
30Q502,program1,Information Technology,5,8,Open only to Queens students or residents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Information Technology High School,NA,"21-16 44th Road, Long Island City NY 11101 (40.748502,-73.946488)",https://www.infotechhs.net,976,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships",Fully Accessible
30Q502,program2,Information Technology High School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Information Technology High School,NA,"21-16 44th Road, Long Island City NY 11101 (40.748502,-73.946488)",https://www.infotechhs.net,976,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships",Fully Accessible
30Q555,program1,Newcomers High School,3,3,Open only to Queens students or residents,"Intensive integrated English Language Arts and English as a New Language. Core subjects: science, social studies, and mathematics integrate English language development and English common core standards.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Newcomers High School,NA,"28-01 41st Avenue, Long Island City NY 11101 (40.751838,-73.936592)",newcomershs.schoolwires.net,792,"College Trips,Dress Code,Extended Day Program,Orientation,Summer Bridge,Weekend Programs",Not Accessible
30Q575,program1,Academic Humanities,12,9,NA,"Focus is on the humanities, literature, writing, and American history, and also offers a full range of math and science courses. All students take Senior Thesis, a college preparatory research and writing class as well.",Priority to Queens students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Academy of American Studies,NA,"28-04 41st Avenue, Long Island City NY 11101 (40.751144,-73.937564)",www.academyofamericanstudies.com,1025,10th Grade Seats Available,Not Accessible
30Q575,program2,Intensive Academic Humanities,20,7,NA,"Focus is on the humanities, literature, writing, and American history, and also offers a full range of math and science courses. All students take Senior Thesis, a college preparatory research and writing class as well.",Priority to Queens students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 35%,2018-19 Final Grades - 20%,2019-20 Marking Period Grades - 45%,NA,NA,Academy of American Studies,NA,"28-04 41st Avenue, Long Island City NY 11101 (40.751144,-73.937564)",www.academyofamericanstudies.com,1025,10th Grade Seats Available,Not Accessible
30Q580,program1,International Baccalaureate Program,40,9,NA,"Pre IB Diploma Programme and Diploma Programme for achievement in math, science, technology, humanities, arts, foreign language, and community service requirement.",Priority to continuing 8th graders,Then to Queens students or residents,Then to New York City residents,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 10%,2019-20 Marking Period Grades - 50%,NA,NA,Baccalaureate School for Global Education,NA,"34-12 36th Avenue, Astoria NY 11106 (40.754975,-73.926977)",www.bsge.org,557,NA,Fully Accessible
31R028,program1,The Eagle Academy for Young Men of Staten Island,1,2,Open only to Male-Identified students,A humanities-based approach to excellence in all subject areas.,Priority to continuing 8th graders,Then to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,"Eagle Academy for Young Men of Staten Island, The",NA,"101 Warren Street, Staten Island NY 10304 (40.620443,-74.080695)",https://eaglestatenisland.org/,306,NA,Not Accessible
31R047,program1,CSI High School for International Studies,15,6,NA,"CSI is rated a Well Developed school (NYCDOE Quality Review) featured on the prestigious 2016 Newsweek America's Top High Schools listings, NY Post's 2017 TOP 25 Best High Schools, and 2017/18 Blue Ribbon Nominated School. Accountability to quality of work, class participation, and sharp communication skills is heavily emphasized across the curriculum. Students have access to honors, AP class offerings, and college classes as they progress. All student work is carefully graded and assessed.","Priority to Districts 20, 21, and 31 students or residents",Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,CSI High School for International Studies,NA,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",csihighschool.org,487,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Fully Accessible
31R064,program1,Gaynor McCown Expeditionary Learning School,6,5,NA,"Our school partners with NYC Outward Bound Schools and EL Education to offer student-centered learning, focused around case studies and expeditions, that incorporate fieldwork, products presented to authentic audiences, and service learning opportunities. We expect students to uphold our character traits of creativity, honesty, humor, respect, and responsibility. Students are part of a Crew that provides social and emotional support, opportunities for community service and academic tracking.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Gaynor McCown Expeditionary Learning School,NA,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",http://www.gaynormccownels.org/,420,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform",Fully Accessible
31R080,program1,Comprehensive Academic,5,5,Open only to Staten Island students or residents.,Comprehensive academic curriculum with an emphasis on performing arts and technology.,Priority to continuing 8th graders,Then to Staten Island students or residents,NA,NA,NA,NA,NA,NA,NA,"Michael J. Petrides School, The",NA,"715 Ocean Terrace, Staten Island NY 10301 (40.607637,-74.105883)",Petridesschool.com,1338,"College Trips,Online Grading System",Partially Accessible
31R080,program2,The Michael J. Petrides School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michael J. Petrides School, The",NA,"715 Ocean Terrace, Staten Island NY 10301 (40.607637,-74.105883)",Petridesschool.com,1338,"College Trips,Online Grading System",Partially Accessible
31R440,program1,The Academy of Education and Leadership,6,6,NA,"Students will experience a broad range of career options such as teaching, school counseling, paraprofessional services, special education, speech pathology and other educational career options. Instruction includes: Classroom management strategies, early intervention services, lesson planning, the use of technology and more. Students are enrolled in college-accredited courses through St John's University. Internships in junior and senior years. Community service, trips, and college visits.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program10,New Dorp High School ASD Horizon Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program11,Zoned,N/A - zoned program,N/A - zoned program,NA,"It is strongly recommended that you choose one of the eight Smaller Learning Communities (SLCs) at New Dorp High School on your high school application. If you are matched to the zoned program at New Dorp High School, you will be contacted and required to select a seat in one of the SLCs based on seat availability.",Guaranteed offer to students who live in the zoned area,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program2,Law Institute & AFJROTC,9,7,NA,"This program provides students with rigorous electives in law and history. Skills such as public speaking, research, and legal writing are emphasized. The program includes Moot Court, Mock Trial and Debate teams, use of school courtroom, and internship opportunities. AFJROTC focuses on Air Force values such as community service, physical fitness and knowledge of space exploration, aerospace, and flight. The program includes opportunities for flight training, drone piloting, and certification.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program3,Corporate Center for Business & Technology,12,10,NA,"A challenging program that exposes students to two strands: the Virtual Enterprise (VE) program, a NYS-Approved CTE sequence, a global business simulation that offers students a competitive edge through project-based, collaborative learning and the development of 21st century skills in entrepreneurship, global business, communication, and personal finance; and the Software Engineering Pilot (SEP) Program, which exposes students to topics such as computer science, gaming, and web design.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program4,Institute of Health Sciences,12,8,NA,"This is a rigorous program that will prepare students for college as well as a career in the health care profession. As a member of the Institute of Health Sciences, students will develop academic and practical skills that will enable them to be successful learners in a diverse society. Some of the potential careers may include athletic training and physical therapy. Senior internships will focus on physical therapy, sports rehabilitation and assessing human movement.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program5,Academy of Communication and Media Arts,9,11,NA,"In this Digital Media-approved CTE program, students explore and utilize various forms of media such as graphic illustration, video production, journalism, and web design. With a major focus on hands-on instruction, this program prepares students for relevant college majors with exposure to careers in all areas of media. Students have opportunities to participate in internships in the media industry.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program6,Academy of Fine and Dramatic Arts,7,8,NA,"A 4-year rigorous academic program with an emphasis on the Arts. Majors include: Fine Arts, Theatre, Fashion Design, Dance, and Vocal Music, with Beginner, intermediate and advanced courses in each. Platforms to showcase student talents and opportunities for internships offered. Theatre and Dance majors are eligible to receive an Arts Endorsed Diploma. Fine Arts majors are eligible to students enrolled in AP Studio Art and earn college credits. Emphasis on building a portfolio for college and career.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program7,Math & Science Institute,12,4,NA,"This STEM-focused Honors Program prepares students for a variety of STEM careers in medical science, computer science, applied mathematics, and engineering. Students are provided the opportunity to think critically, solve authentic problems, and hone their investigative research skills. An Advanced Regents Diploma and a minimum of four college courses is mandated. Program includes: leadership development, internships, regional/national competitions, professional conferences, and field trips.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 40%,2018-19 Final Grades - 30%,2019-20 Marking Period Grades - 30%,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program8,Institute of Forensic Science & Criminology,15,10,NA,"This program provides students with rigorous coursework, internships, and experiences to prepare them for college. Students will learn to process a crime scene, analyze evidence, examine the criminal justice system, and apply principles of criminal psychology. Courses will expose students to skills needed to begin forensic science related careers, but will also provide a breadth of knowledge with wide-ranging applications in many college and career pathways.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R440,program9,New Dorp High School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Dorp High School,NA,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program1,Gateway Honors Program: Mathematics & Science Institute for Pre-College Education,5,1,NA,"A competitive honors program that prepares students for college study in applied mathematics, sciences, and related professions. Students complete college-level courses in science and research opportunities, internships, and SAT/ACT prep.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program10,Zoned,N/A - zoned program,N/A - zoned program,NA,Comprehensive academic program.,Guaranteed offer to students who live in the zoned area,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program2,Culinary Arts,3,4,NA,"Port Richmond's Culinary Arts Program is an academically rigorous four year program in which our students explore the culinary arts and are prepared for career opportunities in the hospitality and food services industry. We partner with C-CAP (Careers Through Culinary Arts) and Pro-Start (NYS Restaurant Association Curriculum). Students leave our program with a Food Handlers License. Work-Based Learning opportunities include job shadowing, paid internships and working in our student run cafe.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program3,Junior Reserve Officers' Training Corps,2,4,NA,"JROTC provides students with the tools, training, and experiences required for today's leadership roles. Drill courses provide the opportunity for students to participate in the National Drill Competition.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
